JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
BQ	Journal de banque	0000875	20260731	421010	Personnel rémunérations dues - ROBERT MATHIEU	ADC010	ROBERT MATHIEU	VIR07-ADC010	20260731	Virement salaire net DSN 07/2026 - ROBERT MATHIEU	1490,00	0,00			20260731		
BQ	Journal de banque	0000875	20260731	512000	Banque principale			VIR07-ADC010	20260731	Virement salaire net DSN 07/2026 - ROBERT MATHIEU	0,00	1490,00			20260731		
BQ	Journal de banque	0000876	20260731	421011	Personnel rémunérations dues - LAURENT INES	ADC011	LAURENT INES	VIR07-ADC011	20260731	Virement salaire net DSN 07/2026 - LAURENT INES	1266,50	0,00			20260731		
BQ	Journal de banque	0000876	20260731	512000	Banque principale			VIR07-ADC011	20260731	Virement salaire net DSN 07/2026 - LAURENT INES	0,00	1266,50			20260731		
BQ	Journal de banque	0000877	20260731	421012	Personnel rémunérations dues - SIMON ADRIEN	ADC012	SIMON ADRIEN	VIR07-ADC012	20260731	Virement salaire net DSN 07/2026 - SIMON ADRIEN	4321,00	0,00			20260731		
BQ	Journal de banque	0000877	20260731	512000	Banque principale			VIR07-ADC012	20260731	Virement salaire net DSN 07/2026 - SIMON ADRIEN	0,00	4321,00			20260731		
BQ	Journal de banque	0000878	20260801	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	REGAC07F01414	20260801	Règlement fournisseur AC07F01414	324,00	0,00			20260801		
BQ	Journal de banque	0000878	20260801	512000	Banque principale			REGAC07F01414	20260801	Règlement fournisseur AC07F01414	0,00	324,00			20260801		
BQ	Journal de banque	0000879	20260801	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	REGAC07F01414	20260801	Règlement fournisseur AC07F01414	78,00	0,00			20260801		
BQ	Journal de banque	0000879	20260801	512000	Banque principale			REGAC07F01414	20260801	Règlement fournisseur AC07F01414	0,00	78,00			20260801		
AC	Journal des achats	0000880	20260802	613200	Locations immobilières			AC08F00102	20260802	Loyer bureaux Bordeaux 310m2 - BAIL ATLANTIQUE BUREAUX surface_m2=310	4200,00	0,00			20260802		
AC	Journal des achats	0000880	20260802	445660	TVA déductible autres biens et services			AC08F00102	20260802	Loyer bureaux Bordeaux 310m2 - BAIL ATLANTIQUE BUREAUX surface_m2=310	840,00	0,00			20260802		
AC	Journal des achats	0000880	20260802	401000	Fournisseurs	F001	BAIL ATLANTIQUE BUREAUX	AC08F00102	20260802	Loyer bureaux Bordeaux 310m2 - BAIL ATLANTIQUE BUREAUX surface_m2=310	0,00	5040,00			20260802		
BQ	Journal de banque	0000881	20260802	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	REGAC07F01415	20260802	Règlement fournisseur AC07F01415	133,20	0,00			20260802		
BQ	Journal de banque	0000881	20260802	512000	Banque principale			REGAC07F01415	20260802	Règlement fournisseur AC07F01415	0,00	133,20			20260802		
BQ	Journal de banque	0000882	20260802	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	REGAC07F01415	20260802	Règlement fournisseur AC07F01415	162,00	0,00			20260802		
BQ	Journal de banque	0000882	20260802	512000	Banque principale			REGAC07F01415	20260802	Règlement fournisseur AC07F01415	0,00	162,00			20260802		
BQ	Journal de banque	0000883	20260802	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	REGAC07F01415	20260802	Règlement fournisseur AC07F01415	57,60	0,00			20260802		
BQ	Journal de banque	0000883	20260802	512000	Banque principale			REGAC07F01415	20260802	Règlement fournisseur AC07F01415	0,00	57,60			20260802		
AC	Journal des achats	0000884	20260803	614000	Charges locatives et copropriété			AC08F00103	20260803	Charges locatives bureaux - BAIL ATLANTIQUE BUREAUX surface_m2=310	610,00	0,00			20260803		
AC	Journal des achats	0000884	20260803	445660	TVA déductible autres biens et services			AC08F00103	20260803	Charges locatives bureaux - BAIL ATLANTIQUE BUREAUX surface_m2=310	122,00	0,00			20260803		
AC	Journal des achats	0000884	20260803	401000	Fournisseurs	F001	BAIL ATLANTIQUE BUREAUX	AC08F00103	20260803	Charges locatives bureaux - BAIL ATLANTIQUE BUREAUX surface_m2=310	0,00	732,00			20260803		
BQ	Journal de banque	0000885	20260803	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	REGAC07F00916	20260803	Règlement fournisseur AC07F00916	396,00	0,00			20260803		
BQ	Journal de banque	0000885	20260803	512000	Banque principale			REGAC07F00916	20260803	Règlement fournisseur AC07F00916	0,00	396,00			20260803		
BQ	Journal de banque	0000886	20260803	401000	Fournisseurs	F010	SNCF CONNECT PRO	REGAC07F01016	20260803	Règlement fournisseur AC07F01016	968,00	0,00			20260803		
BQ	Journal de banque	0000886	20260803	512000	Banque principale			REGAC07F01016	20260803	Règlement fournisseur AC07F01016	0,00	968,00			20260803		
AC	Journal des achats	0000887	20260804	606110	Électricité bureaux			AC08F00204	20260804	Electricité bureaux - ENERGIE GARONNE kWh=5050	1100,00	0,00			20260804		
AC	Journal des achats	0000887	20260804	445660	TVA déductible autres biens et services			AC08F00204	20260804	Electricité bureaux - ENERGIE GARONNE kWh=5050	220,00	0,00			20260804		
AC	Journal des achats	0000887	20260804	401000	Fournisseurs	F002	ENERGIE GARONNE	AC08F00204	20260804	Electricité bureaux - ENERGIE GARONNE kWh=5050	0,00	1320,00			20260804		
AC	Journal des achats	0000888	20260804	606120	Gaz chauffage bureaux			AC08F00204	20260804	Gaz chauffage bureaux - ENERGIE GARONNE kWh=850	180,00	0,00			20260804		
AC	Journal des achats	0000888	20260804	445660	TVA déductible autres biens et services			AC08F00204	20260804	Gaz chauffage bureaux - ENERGIE GARONNE kWh=850	36,00	0,00			20260804		
AC	Journal des achats	0000888	20260804	401000	Fournisseurs	F002	ENERGIE GARONNE	AC08F00204	20260804	Gaz chauffage bureaux - ENERGIE GARONNE kWh=850	0,00	216,00			20260804		
BQ	Journal de banque	0000889	20260804	401000	Fournisseurs	F011	VTC GIRONDE PRO	REGAC07F01117	20260804	Règlement fournisseur AC07F01117	203,50	0,00			20260804		
BQ	Journal de banque	0000889	20260804	512000	Banque principale			REGAC07F01117	20260804	Règlement fournisseur AC07F01117	0,00	203,50			20260804		
AC	Journal des achats	0000890	20260805	606130	Eau bureaux			AC08F00305	20260805	Eau bureaux - EAU BORDEAUX METROPOLE m3=48	119,00	0,00			20260805		
AC	Journal des achats	0000890	20260805	445660	TVA déductible autres biens et services			AC08F00305	20260805	Eau bureaux - EAU BORDEAUX METROPOLE m3=48	23,80	0,00			20260805		
AC	Journal des achats	0000890	20260805	401000	Fournisseurs	F003	EAU BORDEAUX METROPOLE	AC08F00305	20260805	Eau bureaux - EAU BORDEAUX METROPOLE m3=48	0,00	142,80			20260805		
BQ	Journal de banque	0000891	20260805	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	REGAC07F00918	20260805	Règlement fournisseur AC07F00918	180,00	0,00			20260805		
BQ	Journal de banque	0000891	20260805	512000	Banque principale			REGAC07F00918	20260805	Règlement fournisseur AC07F00918	0,00	180,00			20260805		
BQ	Journal de banque	0000892	20260805	401000	Fournisseurs	F013	HOTELS RESPONSABLES FRANCE	REGAC07F01318	20260805	Règlement fournisseur AC07F01318	572,00	0,00			20260805		
BQ	Journal de banque	0000892	20260805	512000	Banque principale			REGAC07F01318	20260805	Règlement fournisseur AC07F01318	0,00	572,00			20260805		
BQ	Journal de banque	0000893	20260805	401000	Fournisseurs	F028	TRAITEUR LOCAL RESPONSABLE	REGAC07F02818	20260805	Règlement fournisseur AC07F02818	506,00	0,00			20260805		
BQ	Journal de banque	0000893	20260805	512000	Banque principale			REGAC07F02818	20260805	Règlement fournisseur AC07F02818	0,00	506,00			20260805		
BQ	Journal de banque	0000894	20260805	431100	URSSAF cotisations sociales			SOC07	20260805	Paiement organismes sociaux DSN 07/2026	12355,00	0,00			20260805		
BQ	Journal de banque	0000894	20260805	431200	URSSAF assurance chômage et contributions			SOC07	20260805	Paiement organismes sociaux DSN 07/2026	3364,18	0,00			20260805		
BQ	Journal de banque	0000894	20260805	437200	Retraite complémentaire			SOC07	20260805	Paiement organismes sociaux DSN 07/2026	1429,65	0,00			20260805		
BQ	Journal de banque	0000894	20260805	437300	Prévoyance et mutuelle			SOC07	20260805	Paiement organismes sociaux DSN 07/2026	5648,67	0,00			20260805		
BQ	Journal de banque	0000894	20260805	512000	Banque principale			SOC07	20260805	Paiement organismes sociaux DSN 07/2026	0,00	22797,50			20260805		
AC	Journal des achats	0000895	20260806	606140	Chaleur froid réseaux énergie			AC08F00206	20260806	Froid réseau climatisation - ENERGIE GARONNE kWh=620	210,00	0,00			20260806		
AC	Journal des achats	0000895	20260806	445660	TVA déductible autres biens et services			AC08F00206	20260806	Froid réseau climatisation - ENERGIE GARONNE kWh=620	42,00	0,00			20260806		
AC	Journal des achats	0000895	20260806	401000	Fournisseurs	F002	ENERGIE GARONNE	AC08F00206	20260806	Froid réseau climatisation - ENERGIE GARONNE kWh=620	0,00	252,00			20260806		
VE	Journal des ventes	0000896	20260806	411000	Clients	C001	CLIENT NEOVIGNE SOLUTIONS	VE08A	20260806	Facture CLIENT NEOVIGNE SOLUTIONS 08/2026 projet=DATA_GOUV	50400,00	0,00			20260806		
VE	Journal des ventes	0000896	20260806	706100	Prestations conseil data gouvernance			VE08A	20260806	Facture CLIENT NEOVIGNE SOLUTIONS 08/2026 projet=DATA_GOUV	0,00	31840,00			20260806		
VE	Journal des ventes	0000896	20260806	706200	Prestations développement prototype			VE08A	20260806	Facture CLIENT NEOVIGNE SOLUTIONS 08/2026 projet=DATA_GOUV	0,00	10160,00			20260806		
VE	Journal des ventes	0000896	20260806	445710	TVA collectée			VE08A	20260806	Facture CLIENT NEOVIGNE SOLUTIONS 08/2026 projet=DATA_GOUV	0,00	8400,00			20260806		
BQ	Journal de banque	0000897	20260806	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	REGAC07F00919	20260806	Règlement fournisseur AC07F00919	269,50	0,00			20260806		
BQ	Journal de banque	0000897	20260806	512000	Banque principale			REGAC07F00919	20260806	Règlement fournisseur AC07F00919	0,00	269,50			20260806		
BQ	Journal de banque	0000898	20260806	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	REGAC07F00919	20260806	Règlement fournisseur AC07F00919	110,00	0,00			20260806		
BQ	Journal de banque	0000898	20260806	512000	Banque principale			REGAC07F00919	20260806	Règlement fournisseur AC07F00919	0,00	110,00			20260806		
AC	Journal des achats	0000899	20260807	628110	Services cloud hébergement SaaS			AC08F00407	20260807	Cloud hébergement SaaS - CLOUD HEXAGONE BAS CARBONE cloud_h=920	2050,00	0,00			20260807		
AC	Journal des achats	0000899	20260807	445660	TVA déductible autres biens et services			AC08F00407	20260807	Cloud hébergement SaaS - CLOUD HEXAGONE BAS CARBONE cloud_h=920	410,00	0,00			20260807		
AC	Journal des achats	0000899	20260807	401000	Fournisseurs	F004	CLOUD HEXAGONE BAS CARBONE	AC08F00407	20260807	Cloud hébergement SaaS - CLOUD HEXAGONE BAS CARBONE cloud_h=920	0,00	2460,00			20260807		
BQ	Journal de banque	0000900	20260807	401000	Fournisseurs	F024	NETTOYAGE VERT BORDEAUX	REGAC07F02420	20260807	Règlement fournisseur AC07F02420	750,00	0,00			20260807		
BQ	Journal de banque	0000900	20260807	512000	Banque principale			REGAC07F02420	20260807	Règlement fournisseur AC07F02420	0,00	750,00			20260807		
BQ	Journal de banque	0000901	20260807	512000	Banque principale			REGVE07A	20260807	Encaissement facture VE07A	51900,00	0,00			20260807		
BQ	Journal de banque	0000901	20260807	411000	Clients	C001	CLIENT NEOVIGNE SOLUTIONS	REGVE07A	20260807	Encaissement facture VE07A	0,00	51900,00			20260807		
AC	Journal des achats	0000902	20260808	628120	Stockage cloud et sauvegarde			AC08F00408	20260808	Stockage cloud sauvegarde - CLOUD HEXAGONE BAS CARBONE To_mois=36	510,00	0,00			20260808		
AC	Journal des achats	0000902	20260808	445660	TVA déductible autres biens et services			AC08F00408	20260808	Stockage cloud sauvegarde - CLOUD HEXAGONE BAS CARBONE To_mois=36	102,00	0,00			20260808		
AC	Journal des achats	0000902	20260808	401000	Fournisseurs	F004	CLOUD HEXAGONE BAS CARBONE	AC08F00408	20260808	Stockage cloud sauvegarde - CLOUD HEXAGONE BAS CARBONE To_mois=36	0,00	612,00			20260808		
BQ	Journal de banque	0000903	20260808	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	REGAC07F01621	20260808	Règlement fournisseur AC07F01621	228,00	0,00			20260808		
BQ	Journal de banque	0000903	20260808	512000	Banque principale			REGAC07F01621	20260808	Règlement fournisseur AC07F01621	0,00	228,00			20260808		
BQ	Journal de banque	0000904	20260808	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	REGAC07F01621	20260808	Règlement fournisseur AC07F01621	123,60	0,00			20260808		
BQ	Journal de banque	0000904	20260808	512000	Banque principale			REGAC07F01621	20260808	Règlement fournisseur AC07F01621	0,00	123,60			20260808		
AC	Journal des achats	0000905	20260809	628130	Services cybersécurité externalisés			AC08F02209	20260809	Services cybersécurité externalisés - CYBER SECURITE ATLANTIQUE	350,00	0,00			20260809		
AC	Journal des achats	0000905	20260809	445660	TVA déductible autres biens et services			AC08F02209	20260809	Services cybersécurité externalisés - CYBER SECURITE ATLANTIQUE	70,00	0,00			20260809		
AC	Journal des achats	0000905	20260809	401000	Fournisseurs	F022	CYBER SECURITE ATLANTIQUE	AC08F02209	20260809	Services cybersécurité externalisés - CYBER SECURITE ATLANTIQUE	0,00	420,00			20260809		
BQ	Journal de banque	0000906	20260809	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	REGAC07F01622	20260809	Règlement fournisseur AC07F01622	121,20	0,00			20260809		
BQ	Journal de banque	0000906	20260809	512000	Banque principale			REGAC07F01622	20260809	Règlement fournisseur AC07F01622	0,00	121,20			20260809		
AC	Journal des achats	0000907	20260810	626100	Internet et télécommunications fixes			AC08F00510	20260810	Internet fibre bureaux - TELECOM AQUITAINE	330,00	0,00			20260810		
AC	Journal des achats	0000907	20260810	445660	TVA déductible autres biens et services			AC08F00510	20260810	Internet fibre bureaux - TELECOM AQUITAINE	66,00	0,00			20260810		
AC	Journal des achats	0000907	20260810	401000	Fournisseurs	F005	TELECOM AQUITAINE	AC08F00510	20260810	Internet fibre bureaux - TELECOM AQUITAINE	0,00	396,00			20260810		
AC	Journal des achats	0000908	20260810	626200	Téléphonie mobile			AC08F00510	20260810	Téléphonie mobile flotte - TELECOM AQUITAINE	296,00	0,00			20260810		
AC	Journal des achats	0000908	20260810	445660	TVA déductible autres biens et services			AC08F00510	20260810	Téléphonie mobile flotte - TELECOM AQUITAINE	59,20	0,00			20260810		
AC	Journal des achats	0000908	20260810	401000	Fournisseurs	F005	TELECOM AQUITAINE	AC08F00510	20260810	Téléphonie mobile flotte - TELECOM AQUITAINE	0,00	355,20			20260810		
AC	Journal des achats	0000909	20260810	626300	Affranchissements et courriers			AC08F00510	20260810	Courrier et affranchissement - TELECOM AQUITAINE	35,00	0,00			20260810		
AC	Journal des achats	0000909	20260810	445660	TVA déductible autres biens et services			AC08F00510	20260810	Courrier et affranchissement - TELECOM AQUITAINE	7,00	0,00			20260810		
AC	Journal des achats	0000909	20260810	401000	Fournisseurs	F005	TELECOM AQUITAINE	AC08F00510	20260810	Courrier et affranchissement - TELECOM AQUITAINE	0,00	42,00			20260810		
BQ	Journal de banque	0000910	20260810	401000	Fournisseurs	F006	CABINET COMPTA RIVE GAUCHE	REGAC07F00623	20260810	Règlement fournisseur AC07F00623	1740,00	0,00			20260810		
BQ	Journal de banque	0000910	20260810	512000	Banque principale			REGAC07F00623	20260810	Règlement fournisseur AC07F00623	0,00	1740,00			20260810		
BQ	Journal de banque	0000911	20260810	401000	Fournisseurs	F007	LEXDATA AVOCATS	REGAC07F00723	20260810	Règlement fournisseur AC07F00723	1176,00	0,00			20260810		
BQ	Journal de banque	0000911	20260810	512000	Banque principale			REGAC07F00723	20260810	Règlement fournisseur AC07F00723	0,00	1176,00			20260810		
VE	Journal des ventes	0000912	20260811	411000	Clients	C002	CLIENT PORT GARONNE ANALYTICS	VE08B	20260811	Facture CLIENT PORT GARONNE ANALYTICS 08/2026 projet=PLATEFORME	41280,00	0,00			20260811		
VE	Journal des ventes	0000912	20260811	706200	Prestations développement prototype			VE08B	20260811	Facture CLIENT PORT GARONNE ANALYTICS 08/2026 projet=PLATEFORME	0,00	24440,00			20260811		
VE	Journal des ventes	0000912	20260811	706500	Prestations maintenance data platform			VE08B	20260811	Facture CLIENT PORT GARONNE ANALYTICS 08/2026 projet=PLATEFORME	0,00	9960,00			20260811		
VE	Journal des ventes	0000912	20260811	445710	TVA collectée			VE08B	20260811	Facture CLIENT PORT GARONNE ANALYTICS 08/2026 projet=PLATEFORME	0,00	6880,00			20260811		
AC	Journal des achats	0000913	20260812	606300	Petit équipement informatique			AC08F01412	20260812	Petit équipement informatique réparable - BUREAU ET CONSOMMABLES 33	330,00	0,00			20260812		
AC	Journal des achats	0000913	20260812	445660	TVA déductible autres biens et services			AC08F01412	20260812	Petit équipement informatique réparable - BUREAU ET CONSOMMABLES 33	66,00	0,00			20260812		
AC	Journal des achats	0000913	20260812	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01412	20260812	Petit équipement informatique réparable - BUREAU ET CONSOMMABLES 33	0,00	396,00			20260812		
AC	Journal des achats	0000914	20260812	218200	Matériel de transport			AC08F02512	20260812	Vélos cargo entreprise - COOPERATIVE VELOS ENTREPRISE	6100,00	0,00			20260812		
AC	Journal des achats	0000914	20260812	445620	TVA déductible sur immobilisations			AC08F02512	20260812	Vélos cargo entreprise - COOPERATIVE VELOS ENTREPRISE	1220,00	0,00			20260812		
AC	Journal des achats	0000914	20260812	401000	Fournisseurs	F025	COOPERATIVE VELOS ENTREPRISE	AC08F02512	20260812	Vélos cargo entreprise - COOPERATIVE VELOS ENTREPRISE	0,00	7320,00			20260812		
AC	Journal des achats	0000915	20260813	606310	Consommables informatiques			AC08F01413	20260813	Consommables informatiques - BUREAU ET CONSOMMABLES 33	95,00	0,00			20260813		
AC	Journal des achats	0000915	20260813	445660	TVA déductible autres biens et services			AC08F01413	20260813	Consommables informatiques - BUREAU ET CONSOMMABLES 33	19,00	0,00			20260813		
AC	Journal des achats	0000915	20260813	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01413	20260813	Consommables informatiques - BUREAU ET CONSOMMABLES 33	0,00	114,00			20260813		
BQ	Journal de banque	0000916	20260813	512000	Banque principale			REGVE06D	20260813	Encaissement facture VE06D	30600,00	0,00			20260813		
BQ	Journal de banque	0000916	20260813	411000	Clients	C004	CLIENT MAIRIE DONNEES OUVERTES	REGVE06D	20260813	Encaissement facture VE06D	0,00	30600,00			20260813		
AC	Journal des achats	0000917	20260814	606400	Fournitures administratives			AC08F01414	20260814	Fournitures administratives - BUREAU ET CONSOMMABLES 33	300,00	0,00			20260814		
AC	Journal des achats	0000917	20260814	445660	TVA déductible autres biens et services			AC08F01414	20260814	Fournitures administratives - BUREAU ET CONSOMMABLES 33	60,00	0,00			20260814		
AC	Journal des achats	0000917	20260814	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01414	20260814	Fournitures administratives - BUREAU ET CONSOMMABLES 33	0,00	360,00			20260814		
AC	Journal des achats	0000918	20260814	606410	Papier recyclé et imprimés internes			AC08F01414	20260814	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	75,00	0,00			20260814		
AC	Journal des achats	0000918	20260814	445660	TVA déductible autres biens et services			AC08F01414	20260814	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	15,00	0,00			20260814		
AC	Journal des achats	0000918	20260814	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01414	20260814	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	0,00	90,00			20260814		
BQ	Journal de banque	0000919	20260814	401000	Fournisseurs	F018	MAINTENANCE IT OCEANE	REGAC07F01827	20260814	Règlement fournisseur AC07F01827	756,00	0,00			20260814		
BQ	Journal de banque	0000919	20260814	512000	Banque principale			REGAC07F01827	20260814	Règlement fournisseur AC07F01827	0,00	756,00			20260814		
BQ	Journal de banque	0000920	20260814	512000	Banque principale			REGVE07C	20260814	Encaissement facture VE07C	33444,00	0,00			20260814		
BQ	Journal de banque	0000920	20260814	411000	Clients	C003	CLIENT NOVA BASSIN NUMERIQUE	REGVE07C	20260814	Encaissement facture VE07C	0,00	33444,00			20260814		
AC	Journal des achats	0000921	20260815	606420	Fournitures responsables labellisées			AC08F01415	20260815	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	75,00	0,00			20260815		
AC	Journal des achats	0000921	20260815	445660	TVA déductible autres biens et services			AC08F01415	20260815	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	15,00	0,00			20260815		
AC	Journal des achats	0000921	20260815	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01415	20260815	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	0,00	90,00			20260815		
AC	Journal des achats	0000922	20260815	606210	Fournitures entretien écoresponsables			AC08F01415	20260815	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	90,00	0,00			20260815		
AC	Journal des achats	0000922	20260815	445660	TVA déductible autres biens et services			AC08F01415	20260815	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	18,00	0,00			20260815		
AC	Journal des achats	0000922	20260815	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01415	20260815	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	0,00	108,00			20260815		
AC	Journal des achats	0000923	20260815	606220	Produits hygiène sécurité			AC08F01415	20260815	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	56,00	0,00			20260815		
AC	Journal des achats	0000923	20260815	445660	TVA déductible autres biens et services			AC08F01415	20260815	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	11,20	0,00			20260815		
AC	Journal des achats	0000923	20260815	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC08F01415	20260815	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	0,00	67,20			20260815		
BQ	Journal de banque	0000924	20260815	442100	Prélèvement à la source impôt sur le revenu			PAS07	20260815	Reversement PAS DSN 07/2026	1765,31	0,00			20260815		
BQ	Journal de banque	0000924	20260815	512000	Banque principale			PAS07	20260815	Reversement PAS DSN 07/2026	0,00	1765,31			20260815		
BQ	Journal de banque	0000925	20260815	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	REGAC07F01928	20260815	Règlement fournisseur AC07F01928	1332,00	0,00			20260815		
BQ	Journal de banque	0000925	20260815	512000	Banque principale			REGAC07F01928	20260815	Règlement fournisseur AC07F01928	0,00	1332,00			20260815		
BQ	Journal de banque	0000926	20260815	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	REGAC07F01928	20260815	Règlement fournisseur AC07F01928	720,00	0,00			20260815		
BQ	Journal de banque	0000926	20260815	512000	Banque principale			REGAC07F01928	20260815	Règlement fournisseur AC07F01928	0,00	720,00			20260815		
AC	Journal des achats	0000927	20260816	625120	Transports urbains			AC08F00916	20260816	Transports urbains - MOBILITE ATLANTIQUE km_urbain=260	240,00	0,00			20260816		
AC	Journal des achats	0000927	20260816	445660	TVA déductible autres biens et services			AC08F00916	20260816	Transports urbains - MOBILITE ATLANTIQUE km_urbain=260	24,00	0,00			20260816		
AC	Journal des achats	0000927	20260816	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC08F00916	20260816	Transports urbains - MOBILITE ATLANTIQUE km_urbain=260	0,00	264,00			20260816		
AC	Journal des achats	0000928	20260816	625110	Voyages professionnels train			AC08F01016	20260816	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	880,00	0,00			20260816		
AC	Journal des achats	0000928	20260816	445660	TVA déductible autres biens et services			AC08F01016	20260816	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	88,00	0,00			20260816		
AC	Journal des achats	0000928	20260816	401000	Fournisseurs	F010	SNCF CONNECT PRO	AC08F01016	20260816	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	0,00	968,00			20260816		
BQ	Journal de banque	0000929	20260816	401000	Fournisseurs	F008	ASSUR BORDEAUX PRO	REGAC07F00829	20260816	Règlement fournisseur AC07F00829	4200,00	0,00			20260816		
BQ	Journal de banque	0000929	20260816	512000	Banque principale			REGAC07F00829	20260816	Règlement fournisseur AC07F00829	0,00	4200,00			20260816		
BQ	Journal de banque	0000930	20260816	401000	Fournisseurs	F025	COOPERATIVE VELOS ENTREPRISE	REGAC07F02529	20260816	Règlement fournisseur AC07F02529	432,00	0,00			20260816		
BQ	Journal de banque	0000930	20260816	512000	Banque principale			REGAC07F02529	20260816	Règlement fournisseur AC07F02529	0,00	432,00			20260816		
AC	Journal des achats	0000931	20260817	625130	Taxis VTC			AC08F01117	20260817	Taxis VTC - VTC GIRONDE PRO km_vtc=150	250,00	0,00			20260817		
AC	Journal des achats	0000931	20260817	445660	TVA déductible autres biens et services			AC08F01117	20260817	Taxis VTC - VTC GIRONDE PRO km_vtc=150	25,00	0,00			20260817		
AC	Journal des achats	0000931	20260817	401000	Fournisseurs	F011	VTC GIRONDE PRO	AC08F01117	20260817	Taxis VTC - VTC GIRONDE PRO km_vtc=150	0,00	275,00			20260817		
VE	Journal des ventes	0000932	20260817	411000	Clients	C003	CLIENT NOVA BASSIN NUMERIQUE	VE08C	20260817	Facture CLIENT NOVA BASSIN NUMERIQUE 08/2026 projet=FORMATION_ESG	32904,00	0,00			20260817		
VE	Journal des ventes	0000932	20260817	706300	Prestations formation ateliers			VE08C	20260817	Facture CLIENT NOVA BASSIN NUMERIQUE 08/2026 projet=FORMATION_ESG	0,00	12500,00			20260817		
VE	Journal des ventes	0000932	20260817	706400	Prestations diagnostic ESG data			VE08C	20260817	Facture CLIENT NOVA BASSIN NUMERIQUE 08/2026 projet=FORMATION_ESG	0,00	14920,00			20260817		
VE	Journal des ventes	0000932	20260817	445710	TVA collectée			VE08C	20260817	Facture CLIENT NOVA BASSIN NUMERIQUE 08/2026 projet=FORMATION_ESG	0,00	5484,00			20260817		
BQ	Journal de banque	0000933	20260817	401000	Fournisseurs	F027	MEDECINE TRAVAIL GIRONDE	REGAC07F02730	20260817	Règlement fournisseur AC07F02730	780,00	0,00			20260817		
BQ	Journal de banque	0000933	20260817	512000	Banque principale			REGAC07F02730	20260817	Règlement fournisseur AC07F02730	0,00	780,00			20260817		
AC	Journal des achats	0000934	20260818	625170	Indemnités kilométriques			AC08F00918	20260818	Indemnités kilométriques - MOBILITE ATLANTIQUE km_voiture=270	200,00	0,00			20260818		
AC	Journal des achats	0000934	20260818	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC08F00918	20260818	Indemnités kilométriques - MOBILITE ATLANTIQUE km_voiture=270	0,00	200,00			20260818		
AC	Journal des achats	0000935	20260818	625150	Hébergement missions			AC08F01318	20260818	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	520,00	0,00			20260818		
AC	Journal des achats	0000935	20260818	445660	TVA déductible autres biens et services			AC08F01318	20260818	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	52,00	0,00			20260818		
AC	Journal des achats	0000935	20260818	401000	Fournisseurs	F013	HOTELS RESPONSABLES FRANCE	AC08F01318	20260818	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	0,00	572,00			20260818		
